Datetime,Open,Max,Min,Close,Volume,PEAKS,EMA_17,EMA_72,UDT_COEF,UDT_STATUS
2020-01-02 10:00:00,48.3000,49.3300,47.7100,49.3300,7400000,0,49.3300,49.3300,,0
2020-01-03 10:00:00,48.5000,49.3300,48.3000,48.8900,6684200,0,49.2811,49.3179,,0
2020-01-06 10:00:00,48.4000,49.3100,47.8000,48.9300,6836800,-1,49.2421,49.3073,,0
2020-01-07 10:00:00,48.9400,49.2000,48.5000,48.7900,6703700,0,49.1919,49.2931,,0
2020-01-08 10:00:00,48.6200,50.3500,48.5000,50.2900,10001800,0,49.3139,49.3205,,0
2020-01-09 10:00:00,50.5000,52.2300,50.4200,52.0800,11024200,0,49.6212,49.3961,,0
2020-01-10 10:00:00,52.0900,53.0500,51.0500,51.8000,9371100,0,49.8633,49.4619,,0
2020-01-13 10:00:00,52.2000,54.2300,52.1500,54.2300,8574800,0,50.3485,49.5926,,0
2020-01-14 10:00:00,54.0000,55.0500,53.6000,54.0000,8293700,0,50.7542,49.7133,,0
2020-01-15 10:00:00,53.6800,54.3600,53.2000,53.6600,9241400,0,51.0771,49.8214,,0
2020-01-16 10:00:00,54.2000,54.7200,52.3000,53.4600,8378800,0,51.3419,49.9211,,0
2020-01-17 10:00:00,53.8000,54.4300,53.1000,54.3500,6046000,0,51.6761,50.0425,,0
2020-01-20 10:00:00,54.1200,56.0000,54.0500,56.0000,7370900,0,52.1565,50.2057,,0
2020-01-21 10:00:00,55.7200,56.7400,55.6100,55.9100,8062800,0,52.5736,50.3620,,0
2020-01-22 10:00:00,56.5100,57.1000,54.8300,55.6900,9015600,1,52.9198,50.5079,,0
2020-01-23 10:00:00,55.6800,56.7200,54.9300,56.5800,8182800,0,53.3265,50.6743,,0
2020-01-24 10:00:00,56.7700,57.0500,56.0000,56.1500,7518700,0,53.6403,50.8243,,0
2020-01-27 10:00:00,55.0500,55.3000,53.7500,53.8000,7522900,0,53.6580,50.9058,,0
2020-01-28 10:00:00,54.0100,56.9900,54.0100,56.9900,10356400,0,54.0282,51.0725,,0
2020-01-29 10:00:00,57.5100,58.0900,56.6500,57.2900,9912700,0,54.3906,51.2429,,0
2020-01-30 10:00:00,56.3700,56.7000,55.0200,56.5000,10865200,0,54.6250,51.3869,,0
2020-01-31 10:00:00,55.6400,57.1500,55.2000,55.8000,9695300,0,54.7556,51.5078,,0
2020-02-03 10:00:00,56.4800,56.9500,55.6600,56.5300,6139300,0,54.9527,51.6454,,0
2020-02-04 10:00:00,57.6000,58.6700,57.1300,57.6600,8206800,0,55.2535,51.8102,,0
2020-02-05 10:00:00,58.5000,58.8400,57.0300,57.3000,8476300,0,55.4809,51.9606,,0
2020-02-06 10:00:00,57.3000,58.1500,55.8000,55.8300,10290200,0,55.5197,52.0666,,0
2020-02-07 10:00:00,55.7000,55.9300,53.5000,54.2300,9770800,0,55.3764,52.1259,,0
2020-02-10 10:00:00,54.0000,55.5300,51.5400,52.3800,13012900,-1,55.0435,52.1328,,0
2020-02-11 10:00:00,53.2000,54.8000,51.7300,54.2700,9488700,0,54.9575,52.1914,,0
2020-02-12 10:00:00,54.5300,56.5500,54.2500,55.9400,10526100,0,55.0667,52.2941,,0
2020-02-13 10:00:00,54.9200,57.3000,54.1000,57.0500,13734600,0,55.2871,52.4244,,0
2020-02-14 10:00:00,57.6000,57.9600,56.0000,56.3300,9170000,0,55.4029,52.5314,,0
2020-02-17 10:00:00,58.0000,59.9200,57.1500,58.8500,18441600,1,55.7860,52.7045,0.1486,1
2020-02-18 10:00:00,58.2500,59.1000,57.5000,58.2200,9556300,0,56.0564,52.8556,0.1401,1
2020-02-19 10:00:00,58.3500,58.9000,57.6100,57.8600,9127500,0,56.2568,52.9927,0.1353,1
2020-02-20 10:00:00,57.9300,58.1300,55.8300,56.5400,11139500,0,56.2883,53.0899,0.1174,1
2020-02-21 10:00:00,55.6500,57.8200,55.4000,56.4500,9585500,0,56.3062,53.1820,0.1162,1
2020-02-27 10:00:00,52.0000,53.4000,50.0200,50.2500,14703200,0,55.6333,53.1016,0.0317,1
2020-02-28 10:00:00,49.0000,49.8000,47.2200,48.3500,7859800,0,54.8241,52.9715,0.0056,0
2020-03-02 10:00:00,50.7000,53.4400,49.8200,52.5500,15105100,0,54.5714,52.9599,0.0632,1
2020-03-03 10:00:00,52.5500,54.8000,51.6700,52.8500,11807100,0,54.3801,52.9569,0.0673,1
2020-03-04 10:00:00,54.4000,54.4600,51.8700,52.4500,11104600,0,54.1657,52.9430,0.0618,1
2020-03-05 10:00:00,52.0000,52.0000,46.6000,47.7900,21008800,0,53.4573,52.8018,-0.0021,0
2020-03-06 10:00:00,44.1300,46.4100,43.0500,45.3300,28338400,0,52.5542,52.5971,-0.0358,-1
2020-03-09 10:00:00,39.0200,42.3600,38.7800,39.6000,24076400,0,51.1149,52.2410,-0.1139,-1
2020-03-10 10:00:00,45.0000,47.0100,42.2800,46.9900,20528500,0,50.6566,52.0972,-0.0130,-1
2020-03-11 10:00:00,45.0000,46.7700,39.9000,42.3500,19730100,0,49.7336,51.8301,-0.0765,-1
2020-03-12 10:00:00,36.0000,38.8300,30.5700,34.4800,17509200,0,48.0388,51.3548,-0.1826,-1
2020-03-13 10:00:00,42.5000,42.7600,34.2100,41.1800,30140700,0,47.2767,51.0760,-0.0925,-1
2020-03-16 10:00:00,35.0000,39.9100,34.0700,34.5700,23096200,0,45.8648,50.6238,-0.1814,-1
2020-03-17 10:00:00,36.1200,37.6800,32.8500,35.4600,27054600,0,44.7087,50.2084,-0.1696,-1
2020-03-18 10:00:00,32.0200,33.6200,26.4700,29.3800,30436800,0,43.0055,49.6377,-0.2493,-1
