ticker,day,success_oper_flag,timeout_flag,end_of_interval_flag,best_risk,best_risk_days,min_risk,min_risk_days,max_risk,max_risk_days
BBAS3,2016-07-13,1,0,0,0.025,2,0.0132,2,0.15,63
BBAS3,2016-07-14,1,0,0,0.0458,4,0.0071,2,0.15,66
BBAS3,2016-07-15,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-07-18,1,0,0,0.0283,2,0.002,2,0.15,65
BBAS3,2016-07-19,1,0,0,0.0272,2,0.0039,2,0.15,67
BBAS3,2016-07-20,1,0,0,0.1363,67,0.0461,29,0.1399,73
BBAS3,2016-07-21,1,0,0,0.1297,66,0.0596,55,0.1332,72
BBAS3,2016-07-22,1,0,0,0.0159,4,0.0144,4,0.1419,71
BBAS3,2016-07-25,1,0,0,0.0164,2,0.0006,2,0.1467,70
BBAS3,2016-07-26,1,0,0,0.0086,2,0.0025,2,0.132,69
BBAS3,2016-07-27,1,0,0,0.1255,62,0.0682,53,0.1289,68
BBAS3,2016-07-28,1,0,0,0.1308,61,0.0573,50,0.1343,67
BBAS3,2016-07-29,1,0,0,0.011,2,0.007,2,0.1477,66
BBAS3,2016-08-01,1,0,0,0.0528,23,0.0526,23,0.1366,65
BBAS3,2016-08-02,1,0,0,0.0443,10,0.023,8,0.15,63
BBAS3,2016-08-03,1,0,0,0.0167,2,0.0033,2,0.15,57
BBAS3,2016-08-04,1,0,0,0.0122,2,0.0013,2,0.1461,62
BBAS3,2016-08-05,1,0,0,0.0301,7,0.0246,7,0.1332,61
BBAS3,2016-08-08,1,0,0,0.034,6,0.0037,2,0.1381,60
BBAS3,2016-08-09,1,0,0,0.0249,4,0.0216,4,0.1346,59
BBAS3,2016-08-10,1,0,0,0.0441,15,0.0323,14,0.1295,58
BBAS3,2016-08-11,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-08-12,1,0,0,0.0178,2,0.0065,2,0.1174,56
BBAS3,2016-08-15,1,0,0,0.1006,49,0.0357,39,0.1039,55
BBAS3,2016-08-16,1,0,0,0.0967,48,0.0445,42,0.0999,54
BBAS3,2016-08-17,1,0,0,0.0263,11,0.026,11,0.1044,53
BBAS3,2016-08-18,1,0,0,0.0249,10,0.0213,9,0.1026,52
BBAS3,2016-08-19,1,0,0,0.0253,8,0.0127,7,0.1064,51
BBAS3,2016-08-22,1,0,0,0.092,44,0.0548,39,0.0952,50
BBAS3,2016-08-23,1,0,0,0.0212,5,0.0133,5,0.1054,49
BBAS3,2016-08-24,1,0,0,0.0226,4,0.0093,3,0.1072,48
BBAS3,2016-08-25,1,0,0,0.0228,3,0.0041,2,0.1074,47
BBAS3,2016-08-26,1,0,0,0.0198,2,0.0052,2,0.1036,46
BBAS3,2016-08-29,1,0,0,0.0186,2,0.0085,2,0.0982,45
BBAS3,2016-08-30,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-08-31,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-09-01,1,0,0,0.0845,36,0.0715,33,0.0876,42
BBAS3,2016-09-02,1,0,0,0.0116,2,0.0022,2,0.0962,90
BBAS3,2016-09-05,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-09-06,1,0,0,0.0815,33,0.0782,33,0.0879,88
BBAS3,2016-09-08,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-09-09,1,0,0,0.0856,86,0.0832,86,0.0856,86
BBAS3,2016-09-12,1,0,0,0.0976,30,0.0423,21,0.1043,85
BBAS3,2016-09-13,1,0,0,0.0986,29,0.0401,19,0.1053,84
BBAS3,2016-09-14,1,0,0,0.0233,6,0.0182,6,0.1341,90
BBAS3,2016-09-15,1,0,0,0.0233,5,0.0164,5,0.14,90
BBAS3,2016-09-16,1,0,0,0.0875,22,0.0239,14,0.15,90
BBAS3,2016-09-19,1,0,0,0.0212,3,0.0082,3,0.15,89
BBAS3,2016-09-20,1,0,0,0.0193,2,0.0035,2,0.1483,88
BBAS3,2016-09-21,1,0,0,0.0126,2,0.0034,2,0.1366,87
BBAS3,2016-09-22,1,0,0,0.0797,22,0.0548,17,0.1219,86
BBAS3,2016-09-23,1,0,0,0.0681,17,0.0428,16,0.1277,85
BBAS3,2016-09-26,1,0,0,0.0793,16,0.016,8,0.1406,84
BBAS3,2016-09-27,1,0,0,0.0777,15,0.0199,7,0.1387,83
BBAS3,2016-09-28,1,0,0,0.0735,14,0.0186,7,0.1339,82
BBAS3,2016-09-29,1,0,0,0.0674,13,0.0333,8,0.1269,81
BBAS3,2016-09-30,1,0,0,0.0404,6,0.004,2,0.1409,80
BBAS3,2016-10-03,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-10-04,1,0,0,0.03,4,0.0078,2,0.1277,78
BBAS3,2016-10-05,1,0,0,0.0189,2,0.005,2,0.1236,77
BBAS3,2016-10-06,1,0,0,0.0215,2,0.0043,2,0.1202,90
BBAS3,2016-10-07,1,0,0,0.0421,7,0.001,2,0.1108,90
BBAS3,2016-10-10,1,0,0,0.0383,7,0.0361,7,0.1053,90
BBAS3,2016-10-11,1,0,0,0.0361,5,0.0317,5,0.1111,90
BBAS3,2016-10-13,1,0,0,0.0364,3,0.0104,2,0.1272,90
BBAS3,2016-10-14,1,0,0,0.023,2,0.005,2,0.1152,90
BBAS3,2016-10-17,1,0,0,0.1189,90,0.1058,88,0.1189,90
BBAS3,2016-10-18,1,0,0,0.0097,2,0.0047,2,0.023,11
BBAS3,2016-10-19,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-10-20,1,0,0,0.0269,8,0.0076,6,0.0276,9
BBAS3,2016-10-21,1,0,0,0.0137,2,0.0124,2,0.0137,2
BBAS3,2016-10-24,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-10-25,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-10-26,1,0,0,0.018,2,0.0109,2,0.0264,5
BBAS3,2016-10-27,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-10-28,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-10-31,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-01,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-03,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-04,1,0,0,0.0216,2,0.019,2,0.0235,3
BBAS3,2016-11-07,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-08,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-09,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-10,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-11,1,0,0,0.0956,52,0.079,51,0.14,78
BBAS3,2016-11-14,1,0,0,0.0369,2,0.0267,2,0.15,70
BBAS3,2016-11-16,1,0,0,0.0236,2,0.0181,2,0.1407,76
BBAS3,2016-11-17,1,0,0,0.0387,4,0.034,4,0.1176,75
BBAS3,2016-11-18,1,0,0,0.0378,2,0.001,2,0.1325,74
BBAS3,2016-11-21,1,0,0,0.0189,2,0.0144,2,0.0937,73
BBAS3,2016-11-22,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-23,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-24,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-25,1,0,0,0.0205,2,0.0109,2,0.0993,69
BBAS3,2016-11-28,1,0,0,0.0152,2,0.0075,2,0.0941,68
BBAS3,2016-11-29,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-11-30,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-12-01,1,0,0,0.0686,39,0.0576,39,0.1102,65
BBAS3,2016-12-02,1,0,0,0.0719,38,0.0498,36,0.1139,64
BBAS3,2016-12-05,1,0,0,0.0944,57,0.0764,54,0.1014,63
BBAS3,2016-12-06,1,0,0,0.0699,36,0.0544,35,0.1117,62
BBAS3,2016-12-07,1,0,0,0.0958,55,0.0733,50,0.1028,61
BBAS3,2016-12-08,1,0,0,0.0936,54,0.0781,51,0.1005,60
BBAS3,2016-12-09,1,0,0,0.0966,53,0.0715,48,0.1036,59
BBAS3,2016-12-12,1,0,0,0.0703,32,0.0535,30,0.1121,58
BBAS3,2016-12-13,1,0,0,0.0403,15,0.0265,12,0.1248,57
BBAS3,2016-12-14,1,0,0,0.0366,14,0.0361,14,0.1203,56
BBAS3,2016-12-15,1,0,0,0.022,2,0.0107,2,0.1323,55
BBAS3,2016-12-16,1,0,0,0.0305,12,0.0297,12,0.1128,54
BBAS3,2016-12-19,1,0,0,0.0692,27,0.0339,18,0.1108,53
BBAS3,2016-12-20,1,0,0,0.0247,7,0.0143,5,0.1192,52
BBAS3,2016-12-21,1,0,0,0.0289,9,0.0262,9,0.1108,51
BBAS3,2016-12-22,1,0,0,0.021,5,0.0181,5,0.1145,50
BBAS3,2016-12-23,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-12-26,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2016-12-27,1,0,0,0.0182,5,0.0099,5,0.0977,47
BBAS3,2016-12-28,1,0,0,0.0089,2,0.0028,2,0.0971,46
BBAS3,2016-12-29,1,0,0,0.0135,3,0.0088,3,0.094,90
BBAS3,2017-01-02,1,0,0,0.049,18,0.0166,9,0.0907,89
BBAS3,2017-01-03,1,0,0,0.0509,17,0.0079,6,0.0929,88
BBAS3,2017-01-04,1,0,0,0.039,16,0.0386,16,0.0797,87
BBAS3,2017-01-05,1,0,0,0.0701,35,0.0407,29,0.0787,86
BBAS3,2017-01-06,1,0,0,0.0399,14,0.0364,14,0.0806,85
BBAS3,2017-01-09,1,0,0,0.0203,4,0.0088,4,0.0925,84
BBAS3,2017-01-10,1,0,0,0.0441,12,0.0227,10,0.0853,83
BBAS3,2017-01-11,1,0,0,0.0429,11,0.0258,9,0.084,82
BBAS3,2017-01-12,1,0,0,0.0329,10,0.0291,10,0.0729,81
BBAS3,2017-01-13,1,0,0,0.0347,9,0.0244,8,0.0749,80
BBAS3,2017-01-16,1,0,0,0.041,8,0.0077,5,0.0819,79
BBAS3,2017-01-17,1,0,0,0.0417,7,0.0023,2,0.0827,78
BBAS3,2017-01-18,1,0,0,0.0337,6,0.0256,6,0.0738,77
BBAS3,2017-01-19,1,0,0,0.0229,3,0.0148,3,0.0784,76
BBAS3,2017-01-20,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-01-23,1,0,0,0.0283,3,0.003,2,0.0678,74
BBAS3,2017-01-24,1,0,0,0.0439,22,0.0297,19,0.052,73
BBAS3,2017-01-26,1,0,0,0.0097,2,0.0083,2,0.0483,72
BBAS3,2017-01-27,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-01-30,1,0,0,0.0402,19,0.0377,19,0.0482,70
BBAS3,2017-01-31,1,0,0,0.0442,18,0.0272,14,0.0523,69
BBAS3,2017-02-01,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-02-02,1,0,0,0.042,16,0.0329,14,0.0501,67
BBAS3,2017-02-03,1,0,0,0.0425,15,0.0317,13,0.0506,66
BBAS3,2017-02-06,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-02-07,1,0,0,0.0446,13,0.0193,8,0.0527,64
BBAS3,2017-02-08,1,0,0,0.0271,7,0.0139,6,0.0548,63
BBAS3,2017-02-09,1,0,0,0.0239,6,0.0146,5,0.0514,62
BBAS3,2017-02-10,1,0,0,0.0214,5,0.0149,5,0.0487,61
BBAS3,2017-02-13,1,0,0,0.0178,4,0.0144,4,0.0447,60
BBAS3,2017-02-14,1,0,0,0.0192,4,0.0184,4,0.0432,59
BBAS3,2017-02-15,1,0,0,0.0181,3,0.0167,3,0.042,58
BBAS3,2017-02-16,1,0,0,0.0215,2,0.007,2,0.0457,57
BBAS3,2017-02-17,1,0,0,0.0139,3,0.0067,2,0.0274,11
BBAS3,2017-02-20,1,0,0,0.0089,2,0.0074,2,0.0222,10
BBAS3,2017-02-21,1,0,0,0.0091,2,0.0008,2,0.0091,2
BBAS3,2017-02-22,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-02-23,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-02-24,1,0,0,0.0202,4,0.0141,4,0.0243,6
BBAS3,2017-03-01,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-02,1,0,0,0.0138,2,0.0103,2,0.0179,4
BBAS3,2017-03-03,1,0,0,0.0119,6,0.0019,6,0.014,8
BBAS3,2017-03-06,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-07,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-08,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-09,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-10,1,0,0,0.0098,3,0.0057,2,0.0098,3
BBAS3,2017-03-13,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-14,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-15,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-16,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-17,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-20,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-21,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-22,1,0,0,0.0143,2,0.0044,2,0.0279,7
BBAS3,2017-03-23,1,0,0,0.0179,6,0.0086,5,0.0179,6
BBAS3,2017-03-24,1,0,0,0.0167,5,0.0116,4,0.0167,5
BBAS3,2017-03-27,1,0,0,0.0147,3,0.007,3,0.0183,4
BBAS3,2017-03-28,1,0,0,0.0147,3,0.0116,3,0.0147,3
BBAS3,2017-03-29,1,0,0,0.0157,2,0.0035,2,0.0157,2
BBAS3,2017-03-30,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-03-31,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-03,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-04,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-05,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-06,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-07,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-10,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-11,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-12,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-13,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-17,1,0,0,0.0182,2,0.0074,2,0.0476,18
BBAS3,2017-04-18,1,0,0,0.0235,9,0.0214,9,0.0385,17
BBAS3,2017-04-19,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-04-20,1,0,0,0.015,4,0.0146,4,0.0411,15
BBAS3,2017-04-24,1,0,0,0.0193,6,0.016,6,0.034,14
BBAS3,2017-04-25,1,0,0,0.0194,5,0.0092,4,0.0342,13
BBAS3,2017-04-26,1,0,0,0.0168,4,0.0071,3,0.0314,12
BBAS3,2017-04-27,1,0,0,0.0164,3,0.0071,3,0.031,11
BBAS3,2017-04-28,1,0,0,0.0151,2,0.0039,2,0.0297,10
BBAS3,2017-05-02,1,0,0,0.009,2,0.0066,2,0.009,2
BBAS3,2017-05-03,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-05-04,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-05-05,1,0,0,0.0291,6,0.0122,5,0.0291,6
BBAS3,2017-05-08,1,0,0,0.0218,4,0.0168,4,0.0274,5
BBAS3,2017-05-09,1,0,0,0.026,3,0.0052,2,0.0317,4
BBAS3,2017-05-10,1,0,0,0.0199,2,0.0023,2,0.0255,3
BBAS3,2017-05-11,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-05-12,1,0,0,0.0074,2,0.0056,2,0.0074,2
BBAS3,2017-05-15,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-05-16,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-05-17,0,0,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-05-18,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-05-19,1,0,0,0.0976,87,0.0922,87,0.0976,87
BBAS3,2017-05-22,1,0,0,0.1115,86,0.063,65,0.1115,86
BBAS3,2017-05-23,1,0,0,0.0178,2,0.0108,2,0.1161,85
BBAS3,2017-05-24,1,0,0,0.0187,5,0.0175,5,0.1047,84
BBAS3,2017-05-25,1,0,0,0.1041,83,0.0784,75,0.1041,83
BBAS3,2017-05-26,1,0,0,0.0141,2,0.0036,2,0.1064,90
BBAS3,2017-05-30,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-05-31,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-06-01,1,0,0,0.1083,89,0.1067,89,0.1083,89
BBAS3,2017-06-02,1,0,0,0.1125,88,0.0983,86,0.1125,88
BBAS3,2017-06-05,1,0,0,0.1213,87,0.0805,73,0.1213,87
BBAS3,2017-06-06,1,0,0,0.0156,2,0.0051,2,0.1238,86
BBAS3,2017-06-07,0,1,0,0.0,0,0.0,0,0.0,0
BBAS3,2017-06-08,1,0,0,0.1119,84,0.0995,83,0.1131,89
BBAS3,2017-06-09,1,0,0,0.1125,83,0.0983,81,0.1137,88
BBAS3,2017-06-12,1,0,0,0.1225,82,0.078,64,0.1259,90
